source	target
It stems from rural Colorado 's perceived isolation from the rest of the state as a result of such Denver policies as stricter gun control laws , agricultural regulation , and oil and gas regulation .	subject<is>industrial machines<and>relation<is>are powered by<and>object<is>fossil fuels
when two brass bands in a carnival played the same tune in different keys .	subject<is>60 %<and>relation<is>were built in<and>object<is>Japan<then>subject<is>60 %<and>relation<is>were built in<and>object<is>Peru<then>subject<is>60 %<and>relation<is>were built in<and>object<is>the Russian Federation<then>subject<is>60 %<and>relation<is>were built in<and>object<is>Spain<then>subject<is>60 %<and>relation<is>were built in<and>object<is>the United States of America
China has made an increasing number of foreign investments in recent years , in an attempt to increase its international standing .	subject<is>the cat<and>relation<is>is<and>object<is>one phrase<then>subject<is>on the mat<and>relation<is>is<and>object<is>another phrase<then>subject<is>they<and>relation<is>would be treated as<and>object<is>single units<then>subject<is>a decision<and>relation<is>was made to emphasize<and>object<is>the location<then>subject<is>the prepositional phrase<and>relation<is>by moving forward<and>object<is>on the mat<then>subject<is>the cat<and>relation<is>sat<and>object<is>on the mat
Kasnudeln are traditionally served with a salad .	subject<is>High resolution mass spectrometry<and>relation<is>can identify<and>object<is>the exact formula of a compound<then>subject<is>High resolution mass spectrometry<and>relation<is>is used in lieu of<and>object<is>elemental analysis
hordei , leaf scald caused by Rhynchosporium secalis , barley rust caused by Puccinia hordei , crown rust caused by Puccinia coronata , and various diseases caused by Cochliobolus sativus .	subject<is>We<and>relation<is>seek<and>object<is>a referendum rethink<then>subject<is>referendum rethink<and>relation<is>help get<and>object<is>Labour into power<then>subject<is>Labour<and>relation<is>get<and>object<is>into power<then>subject<is>We<and>relation<is>seek<and>object<is>Labour into power<then>subject<is>We<and>relation<is>seek<and>object<is>power<then>subject<is>We<and>relation<is>seek<and>object<is>power here in Britain
Late that summer , having subdued two other tribes , he crossed into Britain , claiming that the Britons had aided one of his enemies the previous year , possibly the Veneti of Brittany .	subject<is>Wittgenstein<and>relation<is>worked under<and>object<is>Professor of Physics Sir Arthur Schuster
Conference Wednesday , and discussed the proposal .	subject<is>Writers<and>relation<is>alluded to<and>object<is>the collection by name in their own works<then>subject<is>Henry Fielding<and>relation<is>alluded to<and>object<is>the collection by name in his own works<then>subject<is>Naguib Mahfouz<and>relation<is>alluded to<and>object<is>the collection by name in his own works
Northumbria Police collaborated last year with the BBC to reconstruct the last sightings of Nikki Allan in an appeal on a September 2013 edition of Crimewatch .	subject<is>you<and>relation<is>use<and>object<is>Hurricane Katrina<then>subject<is>you<and>relation<is>use<and>object<is>Sandy<then>subject<is>some people<and>relation<is>do not evacuate in<and>object<is>time<then>subject<is>the two leading causes of death<and>relation<is>are<and>object<is>storm surge<then>subject<is>the two leading causes of death<and>relation<is>are<and>object<is>floods
Most of the many photographs and drawings in the book came from outside the world of traditional architecture ; the cover showed the promenade deck of an ocean liner , while others showed racing cars , airplanes , factories , and the huge concrete and steel arches of zeppelin hangers .	subject<is>three sizes of steel cut oats<and>relation<is>are used to make<and>object<is>instant, baby and quick rolled oats<then>subject<is>whole oat groats<and>relation<is>are used to make<and>object<is>regular, medium and thick rolled oats
During primary infection , the level of HIV may reach several million virus particles per milliliter of blood .	subject<is>Are Cities<and>relation<is>Dying<and>object<is>
The broadcast was taking place to report the arrival of Edgar Lungu , the Zambian President who arrived in South Africa for medical tests after he collapsed last week .	subject<is>country<and>relation<is>was no longer dependable<and>object<is>Germany<then>subject<is>Germany<and>relation<is>assumed full control<and>object<is>country<then>subject<is>Germany<and>relation<is>assumed full control<and>object<is>France<then>subject<is>Germany<and>relation<is>assumed full control<and>object<is>Italy<then>subject<is>Germany<and>relation<is>assumed full control<and>object<is>Hungary
Players on the team are drawn from several clubs around the nation , with Julie Rogers , Jessica Frezza and Andrea Green coming from the Loughborough Lions , Victoria Widdup , Martine Wright and Claire Harvey usually playing for the London Lynx , Samantha Bowen , Jessica O'Brien and Amy Brierly playing for the FDSW Celtic Dragons , and Emma Wiggs and Nicole Hill playing for Portsmouth .	subject<is>their return to the field<and>relation<is>will be<and>object<is>enormously challenging<then>subject<is>their return to the field<and>relation<is>will be<and>object<is>particularly challenging<then>subject<is>their return to the field<and>relation<is>will be<and>object<is>challenging<then>subject<is>those who were present on the SCG<and>relation<is>were<and>object<is>present last week
Colloquially , the term `` artificial intelligence '' is applied when a machine mimics `` cognitive '' functions that humans associate with other human minds , such as `` learning '' and `` problem solving '' -LRB- known as Machine Learning -RRB- .	subject<is>Other Arabian Nights tales<and>relation<is>depict<and>object<is>Amazon societies dominated by women<then>subject<is>Other Arabian Nights tales<and>relation<is>depict<and>object<is>lost ancient technologies<then>subject<is>Other Arabian Nights tales<and>relation<is>depict<and>object<is>advanced ancient civilizations that went astray<then>subject<is>Other Arabian Nights tales<and>relation<is>depict<and>object<is>catastrophes which overwhelmed them
Total Strategy was built on the principles of counter-revolution as espoused by noted French tactician André Beaufre .	subject<is>Caesar<and>relation<is>treated<and>object<is>this as an aggressive move<then>subject<is>Caesar<and>relation<is>conquered<and>object<is>the tribes piecemeal<then>subject<is>Caesar<and>relation<is>engagement against<and>object<is>the united tribes
His broadcasting career has lasted some fifty years .	subject<is>family ideals<and>relation<is>are advanced through<and>object<is>policies such as marriage promotion
On Friday , Clark posted to Facebook to explain his decision saying , `` I usually do n't post political items , but today is different .	subject<is>The dam<and>relation<is>is to supply<and>object<is>fresh water to the city of Canberra
The Civil Aviation Authority of Singapore is `` ready to provide any assistance to support the search and rescue effort '' according to a statement .	subject<is>Switzerland<and>relation<is>moved down<and>object<is>one<then>subject<is>Switzerland<and>relation<is>ranked<and>object<is>eighth<then>subject<is>Italy<and>relation<is>moved down<and>object<is>one<then>subject<is>Italy<and>relation<is>ranked<and>object<is>ninth
There is some evidence to suggest that female condoms may provide an equivalent level of protection .	subject<is>there<and>relation<is>has been<and>object<is>seismic activity<then>subject<is>it<and>relation<is>could be<and>object<is>gigantic<then>subject<is>it<and>relation<is>could be<and>object<is>devastating
Ralph Miliband argued that the ruling class uses the state as its instrument to dominate society by virtue of the interpersonal ties between state officials and economic elites .	subject<is>Jay Carney<and>relation<is>is<and>object<is>White House press spokesman<then>subject<is>Jay Carney<and>relation<is>reiterated<and>object<is>American support for Israel<then>subject<is>United States<and>relation<is>remains committed to<and>object<is>working with the parties to press forward the goal of a two-state solution
As Heald told The Huffington Post , US surface ozone has dropped partly due to the Clean Air Act .	subject<is>Temperature<and>relation<is>may be required for<and>object<is>some instruments<then>subject<is>vibration isolation<and>relation<is>may be required for<and>object<is>some instruments
Wikinews reached out to several people about the trials .	subject<is>The Battle of Crécy<and>relation<is>was<and>object<is>a complete disaster for the French<then>subject<is>The Battle of Crécy<and>relation<is>largely credited to<and>object<is>the English longbowmen<then>subject<is>The Battle of Crécy<and>relation<is>largely credited to<and>object<is>the French king<then>subject<is>the French king<and>relation<is>allowed<and>object<is>his army to attack before it was ready
The story ends with the king in such disgust at the tale Scheherazade has just woven , that he has her executed the very next day .	subject<is>mass spectrometry<and>relation<is>was restricted to<and>object<is>neutral molecules exhibiting some volatility<then>subject<is>advanced ionization techniques<and>relation<is>allow<and>object<is>one to obtain the `` mass spec '' of virtually any organic compound
The dam replaces an old dam , first built in 1911 but subsequently expanded several times .	subject<is>HA<and>relation<is>mediates binding of<and>object<is>virus to target cells<then>subject<is>HA<and>relation<is>mediates entry of<and>object<is>viral genome into target cell<then>subject<is>NA<and>relation<is>is involved in release of<and>object<is>progeny virus from infected cells<then>subject<is>NA<and>relation<is>cleaving sugars that bind<and>object<is>mature viral particles
Yesh Atid supports changing the law to remove the exemptions ultra-Orthodox Jews have from mandatory military service , a move which along with economic reforms to support the middle class they dubbed `` sharing the burden '' .	subject<is>primary infection<and>relation<is>during<and>object<is>HIV<then>subject<is>level of HIV<and>relation<is>may reach<and>object<is>several million virus particles per milliliter of blood
The latest reports indicate cause of death to be unclear .	subject<is>I<and>relation<is>am interested in<and>object<is>certain causes<then>subject<is>one<and>relation<is>is<and>object<is>'20 Weeks'<then>subject<is>'20 Weeks'<and>relation<is>is<and>object<is>a reference to her view that the legal limit for abortion should be reduced from 24 to 20 weeks
However , orthodox economic opinion remained generally hostile regarding fiscal intervention to mitigate the depression , until just before the outbreak of war .	subject<is>earliest precursors of the word<and>relation<is>likely dates back to<and>object<is>very origins of language
Junker 's Christian Social People 's Party is considered likely to win more legislative seats than any other party in the snap election .	subject<is>Cook Island Maori<and>relation<is>was<and>object<is>29 %<then>subject<is>Cook Island Maori<and>relation<is>compared to<and>object<is>23 %<then>subject<is>Tongans<and>relation<is>was<and>object<is>37 %<then>subject<is>Tongans<and>relation<is>compared to<and>object<is>29 %<then>subject<is>other PI<and>relation<is>was<and>object<is>31 %<then>subject<is>other PI<and>relation<is>compared to<and>object<is>29 %
The World Health Organization declared an outbreak of a new type of influenza A/H1N1 to be a pandemic in June 2009 .	subject<is>The inventory<and>relation<is>is set out in<and>object<is>the International Phonetic Alphabet<then>subject<is>The inventory<and>relation<is>is set out in<and>object<is>the International Phonetic Alphabet -LRB- upper grapheme in each box -RRB- and romanization -LRB- lower grapheme -RRB-
Local search and rescue have been told the flight last spoke to controllers at 6:12 local time seeking to climb from 32,000 ft to 38,000 ft. The flight vanished from radar at 6:17 .	subject<is>they<and>relation<is>obtained<and>object<is>participation of merchant Christopher de Haro<then>subject<is>they<and>relation<is>obtained<and>object<is>quarter of the funds and goods to barter
I do n't care how mad she think -LSB- s -RSB- I am .	subject<is>LAV and HTLV-III<and>relation<is>were renamed<and>object<is>HIV
The NRL is planning to celebrate the week in a number of ways , including having teams compete in pink uniforms , and having fans vote for the NRL player fans believe `` acts as a role model for mothers and families ; someone who continues to impress us on the field , however their off-field characteristics embody what it is we love about rugby league '' .	subject<is>the sea level<and>relation<is>has been rising at<and>object<is>an average rate of about 1.8 mm -LRB- 0.071 in -RRB- per year
Similar to shallow artificial neural networks , deep neural networks can model complex non-linear relationships .	subject<is>The sukūn<and>relation<is>is used for<and>object<is>transliterating words into the Arabic script
He urged the return of those who had fled the city during the siege , and resettled Muslims , Jews , and Christians from other parts of Anatolia .	subject<is>The sheer scale of the damage caused by Katrina<and>relation<is>was not anticipated very well<and>object<is>
After each incident , the Rangers have demanded a flag meeting to resolve tensions .	subject<is>Tara Feser<and>relation<is>ranked fourth in<and>object<is>the tournament for 2 point field goal percentage at 57.1%<then>subject<is>McLachlan<and>relation<is>ranked ninth with<and>object<is>50.0%
Various specialized properties of molecular crystals and organic polymers with conjugated systems are of interest depending on applications , e.g. thermo-mechanical and electro-mechanical such as piezoelectricity , electrical conductivity -LRB- see conductive polymers and organic semiconductors -RRB- , and electro-optical -LRB- e.g. non-linear optics -RRB- properties .	subject<is>manuscripts<and>relation<is>were later published as<and>object<is>Remarks on Colour<then>subject<is>manuscripts<and>relation<is>were later published as<and>object<is>On Certainty
In recent years , the river has shown a steady shift towards the Atchafalaya River channel in the Delta ; a course change would be an economic disaster for the port city of New Orleans .	subject<is>translator<and>relation<is>notes in<and>object<is>preface to three volumes<then>subject<is>translator<and>relation<is>notes<and>object<is>no attempt has been made to superimpose on the translation changes<then>subject<is>attempt<and>relation<is>would be needed to rectify<and>object<is>accretions, repetitions, non sequiturs and confusions<then>subject<is>work<and>relation<is>is<and>object<is>representation of what is primarily oral literature<then>subject<is>work<and>relation<is>is<and>object<is>appealing to the ear rather than the eye
The expedition was funded largely by the Spanish Crown , which provided ships carrying supplies for two years of travel .	subject<is>sources of historical knowledge<and>relation<is>can be separated into<and>object<is>three categories<then>subject<is>sources of historical knowledge<and>relation<is>are<and>object<is>what is written<then>subject<is>sources of historical knowledge<and>relation<is>are<and>object<is>what is said<then>subject<is>sources of historical knowledge<and>relation<is>are<and>object<is>what is physically preserved<then>subject<is>historians<and>relation<is>often consult<and>object<is>all three
The field of machine ethics is concerned with giving machines ethical principles , or a procedure for discovering a way to resolve the ethical dilemmas they might encounter , enabling them to function in an ethically responsible manner through their own ethical decision making .	subject<is>Carpanedo's Fundación También teammate Irene Villa<and>relation<is>attended<and>object<is>the final award ceremonies<then>subject<is>Irene Villa<and>relation<is>attended<and>object<is>the final award ceremonies<then>subject<is>Irene Villa<and>relation<is>attended<and>object<is>in support of her teammate and winter Paralympic sport<then>subject<is>Irene Villa<and>relation<is>attended<and>object<is>in support of winter Paralympic sport<then>subject<is>Irene Villa<and>relation<is>attended<and>object<is>in support of her teammate<then>subject<is>Irene Villa<and>relation<is>attended<and>object<is>in support of her teammate in Spain
This process uses two large smooth or corrugated rolls spinning at the same speed in opposite directions at a controlled distance .	subject<is>Two new parties<and>relation<is>received<and>object<is>less than 10% of the vote<then>subject<is>Two new parties<and>relation<is>received<and>object<is>11 seats<then>subject<is>Stronach<and>relation<is>received<and>object<is>less than 10% of the vote<then>subject<is>Stronach<and>relation<is>received<and>object<is>11 seats<then>subject<is>the NEOS<and>relation<is>received<and>object<is>less than 10% of the vote<then>subject<is>the NEOS<and>relation<is>received<and>object<is>nine seats
During his period of loneliness at Guy 's he wrote in his diary : `` For ten days I 've heard nothing more from K , even though I pressed him a week ago for news .	subject<is>The English crown<and>relation<is>supported<and>object<is>Peter<then>subject<is>The English crown<and>relation<is>supported<and>object<is>the French<then>subject<is>the French<and>relation<is>supported<and>object<is>Henry
The monsoon wind system of the Indian Ocean was first sailed by Greek navigator Eudoxus of Cyzicus in 118 BC .	subject<is>stamp<and>relation<is>was designed by<and>object<is>Richard Sheaff<then>subject<is>stamp<and>relation<is>was unveiled at<and>object<is>ceremony at The Andy Warhol Museum<then>subject<is>stamp<and>relation<is>features<and>object<is>Warhol's painting `` Self-Portrait , 1964 ''
A translation that has often been used is `` restricted relativity '' ; `` special '' really means `` special case '' .	subject<is>He<and>relation<is>died at<and>object<is>his home near Fort Hood military base
In Metaphysics he writes : `` Now since the Forms are the causes of everything else , he -LSB- i.e. Plato -RSB- supposed that their elements are the elements of all things .	subject<is>they<and>relation<is>sailed to<and>object<is>South Orkneys<then>subject<is>they<and>relation<is>proved<and>object<is>disappointing
In 2007 , Austria ranked 9th worldwide in international tourism receipts , with 18.9 billion US$ .	subject<is>Microsoft's Encarta<and>relation<is>launched in<and>object<is>1993<then>subject<is>Microsoft's Encarta<and>relation<is>was<and>object<is>a landmark example<then>subject<is>Microsoft's Encarta<and>relation<is>had<and>object<is>no printed equivalent
Bowie would later play Warhol in the 1996 movie , Basquiat .	subject<is>This strain<and>relation<is>is a reassortment of<and>object<is>several strains of H1N1<then>subject<is>several strains of H1N1<and>relation<is>are usually found separately<and>object<is>in humans<then>subject<is>several strains of H1N1<and>relation<is>are usually found separately<and>object<is>in birds<then>subject<is>several strains of H1N1<and>relation<is>are usually found separately<and>object<is>in pigs
Then , the plosive / k / before front vowels began , due to palatalization , to be pronounced as an affricate , hence renderings like -LSB- ˈtʃeːsar -RSB- in Italian and -LSB- ˈtseːzar -RSB- in German regional pronunciations of Latin , as well as the title of Tsar .	subject<is>consequences of special relativity<and>relation<is>can be derived from<and>object<is>Lorentz transformation equations
-LRB- 2 -RRB- There is evidence that Plato possibly took from Pythagoras the idea that mathematics and , generally speaking , abstract thinking is a secure basis for philosophical thinking as well as `` for substantial theses in science and morals '' .	subject<is>Canada<and>relation<is>had lost<and>object<is>their first game 70 -- 59 to the Netherlands
Recently there has been seismic activity , and should it explode again , it could be gigantic -- and devastating .	subject<is>I<and>relation<is>received<and>object<is>this notification today<then>subject<is>the President<and>relation<is>orders<and>object<is>that the flag of the United States be flown at half-staff effective immediately until sunset, December 9, 2013
Deep-sea currents are produced by differences in salinity and temperature .	subject<is>Pratchett<and>relation<is>spoke out for<and>object<is>the right of an individual to assisted suicide
Numerous countries have placed restrictions on the production , import or use of GMO foods and crops , which have been put in place due to concerns over potential health issues , declining agricultural diversity and contamination of non-GMO crops .	subject<is>This<and>relation<is>shall be applauded given<and>object<is>the size and strength of Phailin
No production models were sold until after the war , when the vehicle was renamed the Volkswagen -LRB- people 's car -RRB- .	subject<is>formal announcements<and>relation<is>to evacuate<and>object<is>seventeen Gaza settlements<then>subject<is>formal announcements<and>relation<is>to evacuate<and>object<is>another four in the West Bank<then>subject<is>formal announcements<and>relation<is>represented<and>object<is>the first reversal for the settler movement since 1968
The Phoenicians , the first to sail completely around Africa , and Greeks gradually mastered navigation at sea aboard triremes , exploring and colonizing the Mediterranean via ship .	subject<is>British Prime Minister David Cameron<and>relation<is>paid tribute to<and>object<is>Pratchett
KH : My friend Monster Matt Patterson made the mask .	subject<is>Digambara sect of Jainism<and>relation<is>maintains that<and>object<is>Agamas were lost during the same famine<then>subject<is>Agamas<and>relation<is>were lost during<and>object<is>same famine<then>subject<is>Digambara sect of Jainism<and>relation<is>maintains that<and>object<is>purvas were lost
Shortly prior to her death , MacCallum had established a ` Wee Fudge Shop ' inside Wee W , which the company deemed successful .	subject<is>iconographic content of art<and>relation<is>could cause<and>object<is>controversy<then>subject<is>late medieval depictions<and>relation<is>of<and>object<is>new motif of the Swoon of the Virgin<then>subject<is>new motif of the Swoon of the Virgin<and>relation<is>in scenes of<and>object<is>Crucifixion of Jesus
The motion rejected by the Commons said the House `` agrees that a strong humanitarian response is required from the international community and that this may , if necessary , require military action '' , and such action would be `` legal , proportionate and focused on saving lives by preventing and deterring further use of Syria 's chemical weapons '' .	subject<is>Gilbert Hinojosa<and>relation<is>said in<and>object<is>a statement<then>subject<is>We<and>relation<is>call on<and>object<is>Governor Perry to immediately step down from office
US Vice President Joe Biden 's son Beau died of brain cancer on Saturday .	subject<is>Snow suspended in trees<and>relation<is>ablates more rapidly than<and>object<is>that on the ground<then>subject<is>Snow suspended in trees<and>relation<is>owes to<and>object<is>its greater exposure to sun and air movement
Initial reports claim AirAsia did not include British when listing the nationalities missing , but the UK Foreign and Commonwealth Office say a UK victim 's next of kin have been informed .	subject<is>Conservative MP Sir Tony Baldry<and>relation<is>joked<and>object<is>In the ’83 general election, a 13-year-old boy delivered leaflets around my constituency pledging that -LSB- then-Labour MP -RSB- Michael Foot would take Labour out of the European Union
On Saturday , the executive director of the state 's Democratic party , Will Hailer , voiced his belief that Perry should resign , shortly after the Governor spoke at a news conference at the Texas capitol .	subject<is>She<and>relation<is>is going to call<and>object<is>me
It emphatically supports vegetarianism in chapter 26 and states that giving up animal sacrifice is worth more than a thousand offerings in fire in verse 259 .	subject<is>Caesar<and>relation<is>earlier activities<and>object<is>response to<then>subject<is>tribes in the north-east<and>relation<is>began to arm themselves<and>object<is>
Several scenarios were considered because of uncertainty of future levels of ozone pollution .	subject<is>All tropical cyclones<and>relation<is>lose strength once they make<and>object<is>landfall
The Obama family offers our condolences to Robin 's family , his friends , and everyone who found their voice and their verse thanks to Robin Williams . ''	subject<is>history<and>relation<is>was studied through<and>object<is>a sacred or religious perspective
I received this notification today , ` As a mark of respect for the memory of Nelson Mandela , the President orders that the flag of the United States be flown at half-staff effective immediately until sunset , December 9 , 2013 ' '' .	subject<is>J P Morgan<and>relation<is>engineered<and>object<is>a merger of Edison General Electric with Thomson-Houston<then>subject<is>a merger of Edison General Electric with Thomson-Houston<and>relation<is>put<and>object<is>the board of Thomson-Houston in charge of the new company called General Electric<then>subject<is>the board of Thomson-Houston<and>relation<is>in charge of<and>object<is>the new company called General Electric<then>subject<is>the new company called General Electric<and>relation<is>dropping<and>object<is>Edison from its name
Saïd analyzed the works of Balzac , Baudelaire and Lautréamont arguing that they helped to shape a societal fantasy of European racial superiority .	subject<is>World Wide Fund for Nature<and>relation<is>announced<and>object<is>a living saola has been photographed in Central Vietnam<then>subject<is>a living saola<and>relation<is>is<and>object<is>Asian unicorn
The lower end of the `` likely '' range appears to be better constrained than the upper end .	subject<is>The difficulty in purifying proteins in large quantities<and>relation<is>made<and>object<is>them very difficult for early protein biochemists to study
The work was collected over many centuries by various authors , translators , and scholars across West , Central , and South Asia and North Africa .	subject<is>It<and>relation<is>took<and>object<is>three to four months<then>subject<is>Eric Xton<and>relation<is>allowed<and>object<is>us to use his music throughout Sledge
Expert cartographer Jorge Reinel and Diogo Ribeiro , a Portuguese who had started working for Charles V in 1518 as a cartographer at the Casa de Contratación , took part in the development of the maps to be used in the travel .	subject<is>Breast feeding<and>relation<is>decreases the risk of<and>object<is>acute otitis media and lower respiratory tract infections<then>subject<is>Breast feeding<and>relation<is>is recommended that<and>object<is>breast feeding be continued when an infant has a cold
In Maine and Maryland , voters have approved ballot measures yesterday to allow marriage between same-sex partners .	subject<is>Istanbul Technical University<and>relation<is>founded in<and>object<is>1773<then>subject<is>Istanbul Technical University<and>relation<is>is<and>object<is>the world's third-oldest university dedicated entirely to engineering sciences
The 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load .	subject<is>definitions<and>relation<is>make<and>object<is>semantic and logical analysis difficult<then>subject<is>definitions<and>relation<is>make<and>object<is>analysis difficult<then>subject<is>definitions<and>relation<is>make<and>object<is>semantic analysis difficult<then>subject<is>definitions<and>relation<is>make<and>object<is>logical analysis difficult<then>subject<is>definitions<and>relation<is>make<and>object<is>semantic and logical analysis<then>subject<is>definitions<and>relation<is>make<and>object<is>analysis<then>subject<is>definitions<and>relation<is>make<and>object<is>semantic analysis<then>subject<is>definitions<and>relation<is>make<and>object<is>logical analysis<then>subject<is>condition<and>relation<is>is<and>object<is>important point<then>subject<is>condition<and>relation<is>is<and>object<is>point<then>subject<is>condition<and>relation<is>is<and>object<is>important<then>subject<is>condition<and>relation<is>is<and>object<is>important point in the study of information<then>subject<is>condition<and>relation<is>is<and>object<is>point in the study of information<then>subject<is>condition<and>relation<is>is<and>object<is>important in the study of information<then>subject<is>condition<and>relation<is>is<and>object<is>important point in the study of information as it relates to knowledge<then>subject<is>condition<and>relation<is>is<and>object<is>point in the study of information as it relates to knowledge<then>subject<is>condition<and>relation<is>is<and>object<is>important in the study of information as it relates to knowledge<then>subject<is>condition<and>relation<is>is<and>object<is>important point in the study of information as it relates to knowledge, especially in the business discipline of knowledge management<then>subject<is>condition<and>relation<is>is<and>object<is>point in the study of information as it relates to knowledge, especially in the business discipline of knowledge management<then>subject<is>condition<and>relation<is>is<and>object<is>important in the study of information as it relates to knowledge, especially in the business discipline of knowledge management
AI has progressed using `` sub-symbolic '' problem solving : embodied agent approaches emphasize the importance of sensorimotor skills to higher reasoning ; neural net research attempts to simulate the structures inside the brain that give rise to this skill ; statistical approaches to AI mimic the human ability .	subject<is>The first site<and>relation<is>was targeted at<and>object<is>approximately 01:40 a.m.<then>subject<is>The first site<and>relation<is>was<and>object<is>an infrastructure of Hamas' operational communications<then>subject<is>The first site<and>relation<is>was located inside<and>object<is>a civilian building<then>subject<is>The IDF<and>relation<is>said in<and>object<is>a statement on its website
Dave Rosser , University Hospitals Birmingham NHS Foundation Trust medical director , gave a statement about Yousafzai 's release from hospital : `` Malala is a strong young woman and has worked hard with the people caring for her to make excellent progress in her recovery .	subject<is>nothing<and>relation<is>depends on<and>object<is>time per se
The etiological cause of influenza , the Orthomyxoviridae family of viruses , was first discovered in pigs by Richard Shope in 1931 .	subject<is>Britain<and>relation<is>divided<and>object<is>the territory into East and West Florida
Otto Schenk not only excelled as a stage actor , but also as an opera director .	subject<is>The term gospel<and>relation<is>also refers to<and>object<is>written accounts of Jesus's life and teaching<then>subject<is>written accounts of Jesus's life and teaching<and>relation<is>are<and>object<is>four<then>subject<is>four<and>relation<is>are considered<and>object<is>canonical<then>subject<is>four<and>relation<is>are included in<and>object<is>the Christian Bible<then>subject<is>four<and>relation<is>are<and>object<is>Matthew, Mark, Luke, and John
Does my right hon -LSB- ourable -RSB- Friend find it strange that that same boy , now leader of the Labour party , is not willing either to support the renegotiation of Britain 's terms of membership of the European Union or to pledge to trust the people of Britain in a referendum on our membership of the European Union ? ''	subject<is>Catholics<and>relation<is>believe that<and>object<is>the exercise of free will is necessary to have faith in Jesus<then>subject<is>Orthodox Christians<and>relation<is>believe that<and>object<is>the exercise of free will is necessary to have faith in Jesus<then>subject<is>Arminian Protestants<and>relation<is>believe that<and>object<is>the exercise of free will is necessary to have faith in Jesus
The saola is critically endangered , according to the IUCN Red List of Endangered Species .	subject<is>outbreaks<and>relation<is>occur mainly in<and>object<is>winter<then>subject<is>outbreaks<and>relation<is>may occur at<and>object<is>any time of the year
-LSB- 1Ki 17:19 -- 22 -RSB- In the Epistle of James , no distinction is made between the intercessory prayer offered by ordinary believers and the prominent Old Testament prophet Elijah .	subject<is>Úrsula Pueyo<and>relation<is>had a faster time of<and>object<is>20.32<then>subject<is>Carpanedo<and>relation<is>'s time was not used in tabulating<and>object<is>Spain 's overall ranking<then>subject<is>only one time by a female skier<and>relation<is>was required<and>object<is>
To him , part of defining a niche was defining his subject matter .	subject<is>Noam Chomsky<and>relation<is>formulated<and>object<is>the generative theory of language<then>subject<is>Noam Chomsky<and>relation<is>formulated<and>object<is>the generative theory of language in the 1960s
With the first day of racing completed earlier today in La Molina for the 2013 IPC World Championships , the Spanish team started the competition with a first and fifth place finish in the downhill event in the men 's visually impaired group .	subject<is>Steve Mazurana<and>relation<is>is<and>object<is>former professor of Political Science at the University of Northern Colorado<then>subject<is>Steve Mazurana<and>relation<is>sees<and>object<is>this as the death of idea<then>subject<is>the rest of the states<and>relation<is>are not going to want to share<and>object<is>their federal aid with this new state<then>subject<is>the state<and>relation<is>is not going to give up<and>object<is>oil and gas money on a whim
The double tragedy haunted Mohandas throughout his life , `` the shame , to which I have referred in a foregoing chapter , was this of my carnal desire even at the critical hour of my father 's death , which demanded wakeful service .	subject<is>the Armour Hot Dog Co.<and>relation<is>purified<and>object<is>1 kg of pure bovine pancreatic ribonuclease A<then>subject<is>the Armour Hot Dog Co.<and>relation<is>made<and>object<is>it freely available to scientists<then>subject<is>this gesture<and>relation<is>helped<and>object<is>ribonuclease A become a major target for biochemical study
